SHA1,Commit_date,Author,LOC,SLOC,Issues_number,Branch_name,SCM,Date,Date1
c7c08b393481cfba4fb56d6ab1813be2d31f0d76,1107373795,teicher,103,103,0,master,SVN,5-Feb,2005-02-02
ae18be347fa1c9c6a52a3da1264245c349bbbeb1,1107364097,Martin Aeschlimann,96,96,0,master,SVN,5-Feb,2005-02-02
128df45c4b119203fb5537f7a68e4fb22453afb1,1107361062,Tobias Widmer,39,39,0,master,SVN,5-Feb,2005-02-02
f06f892c68e683da85010505c4ae70b6c726a56e,1107357477,Tobias Widmer,2,2,0,master,SVN,5-Feb,2005-02-02
ab2f4942176ab2f440a58d9fbc7db772f7e5729f,1107357444,Tobias Widmer,244,244,0,master,SVN,5-Feb,2005-02-02
c0fc96e66d22919b549456ca61a03c8d14429e32,1107357367,Tobias Widmer,1,1,0,master,SVN,5-Feb,2005-02-02
fdb74657c54154c4ec6afa7ae411021a9599efdb,1107351342,Dani Megert,95,87,1,master,SVN,5-Feb,2005-02-02
9b51946a1fff18ee59cd03f0da0c69129e3d1086,1107350079,Dirk Baeumer,126,120,0,master,SVN,5-Feb,2005-02-02
a70566c9f9db6bfddde892cdfb669e32ea37bafa,1107345443,Martin Aeschlimann,295,282,0,master,SVN,5-Feb,2005-02-02
5bcd22c537ca5fc37d1f64e0d1a59c86ded6f5d8,1107344309,Martin Aeschlimann,85,0,0,master,SVN,5-Feb,2005-02-02
c5204c4701797f3f1231fadcd717fc398c7ce13b,1107343603,Tobias Widmer,18,18,0,master,SVN,5-Feb,2005-02-02
dc7e6fe4652ec988d62a33b2a111e8052f6d2ede,1107343509,Tobias Widmer,18,18,0,master,SVN,5-Feb,2005-02-02
137683399ed2d511ddfe27558b992bb9837513ca,1107343478,Tobias Widmer,1,1,0,master,SVN,5-Feb,2005-02-02
579a43a82f65f34eea6d1e86e7f377e719162d1b,1107343392,Tobias Widmer,2,2,0,master,SVN,5-Feb,2005-02-02
5fc22056c7b2f9691064bce814d74cb1213d7e0b,1107343314,Tobias Widmer,109,109,0,master,SVN,5-Feb,2005-02-02
294d21d5491b95bc0565925ea58e72f8813899f6,1107341224,Martin Aeschlimann,2,2,0,master,SVN,5-Feb,2005-02-02
0bc6ac3d47e45032b7a528ceef58f822c01dd7f7,1107340868,Martin Aeschlimann,6,6,0,master,SVN,5-Feb,2005-02-02
e1eac45b113a8d74328f2d3687d82e2ad89d80ef,1107340617,Tobias Widmer,9,9,0,master,SVN,5-Feb,2005-02-02
879c29b5a6a57177f77be840967ec408b0ecb26f,1107338994,Martin Aeschlimann,117,107,0,master,SVN,5-Feb,2005-02-02
68ad102f09ea2703cf0ede50bf05d282f10d871a,1107334986,Tobias Widmer,3,3,0,master,SVN,5-Feb,2005-02-02
6fdd81612568674661982ba61e564cab2df5d187,1107299139,Martin Aeschlimann,141,141,0,master,SVN,5-Feb,2005-02-01
3457fae84e3f4e74f5419966b388419d0c6f4726,1107297628,Martin Aeschlimann,11,11,0,master,SVN,5-Feb,2005-02-01
3e3c91f71f8ddb970ca0c568438f7e19a19ea97c,1107297155,Martin Aeschlimann,0,0,0,master,SVN,5-Feb,2005-02-01
79363df1b4d13ffe2d9e83960037c4d3e6d5a341,1107285634,Markus Keller,10,10,0,master,SVN,5-Feb,2005-02-01
ad555eab9928166375a0ddf355d3f0955873dfe2,1107283800,Dirk Baeumer,43,43,0,master,SVN,5-Feb,2005-02-01
4fa2dca5466fbc7652fc81577cf8ea270a7e5453,1107283510,Markus Keller,173,173,0,master,SVN,5-Feb,2005-02-01
35d25832f236b5f8f42762747b1ea924b6feda92,1107282238,Dirk Baeumer,2,2,0,master,SVN,5-Feb,2005-02-01
c1255699a0190829b3b85ad5686bb67b56c07781,1107281270,Tobias Widmer,3,3,0,master,SVN,5-Feb,2005-02-01
163e4ef26562f5da4a24bc4d8cbb86761f4ad045,1107277452,Dani Megert,37,37,1,master,SVN,5-Feb,2005-02-01
8efa414e79b4ed0aa6c69ab4c5d00e90c43c82e9,1107276120,Dani Megert,1,0,1,master,SVN,5-Feb,2005-02-01
c7f8aedf7566dd612e073464aa4a4fac273df0d0,1107274411,Martin Aeschlimann,372,369,0,master,SVN,5-Feb,2005-02-01
542f79ad8feaf3677c409394bfa68aa13e832ef1,1107273357,Dirk Baeumer,108,91,0,master,SVN,5-Feb,2005-02-01
78103cae6439a9b6ad6ffbda7596d2ef2fb97ec7,1107270955,Dani Megert,0,0,0,master,SVN,5-Feb,2005-02-01
634999256912241bbfd70aa3d1d8174e7f85880b,1107270590,Markus Keller,14,14,0,master,SVN,5-Feb,2005-02-01
6918e0c3e00c7dc10538af565af040977f4750ed,1107263727,Dirk Baeumer,95,94,0,master,SVN,5-Feb,2005-02-01
4f996226392425d40975eb2e6a33881339742926,1107263717,Dirk Baeumer,74,74,0,master,SVN,5-Feb,2005-02-01
0e3496db0d11a9cbedb137278ab2707c697564ac,1107253021,Tobias Widmer,2,0,0,master,SVN,5-Feb,2005-02-01
2529b716146739e974a3fbb316ec954b8624d0a4,1107252790,Tobias Widmer,3,3,0,master,SVN,5-Feb,2005-02-01
12ecdc59dffffe23091e19f87ef97631248757e9,1107252771,Tobias Widmer,34,34,0,master,SVN,5-Feb,2005-02-01
61b3236d4ca72dda9dc2b89a4cc7482104d5bb9c,1107252656,Tobias Widmer,2,0,0,master,SVN,5-Feb,2005-02-01
d65371563e46e34a288f337bceddc36150e596d2,1107252403,teicher,37,37,0,master,SVN,5-Feb,2005-02-01
f609352f8abb9daf8d43abbfa262d35842fbfe01,1107252183,Martin Aeschlimann,34,34,0,master,SVN,5-Feb,2005-02-01
37ead22ffec32e81385f950da35d9f12f69b6b31,1107252151,Markus Keller,667,667,0,master,SVN,5-Feb,2005-02-01
369415fd4b52e58d7105892f0a592666e5942fac,1107252012,Markus Keller,5,5,0,master,SVN,5-Feb,2005-02-01
77235f963e8cc824f59e6592d528a303a9456fbd,1107250670,Martin Aeschlimann,10,10,0,master,SVN,5-Feb,2005-02-01
7e2b2b1be1adc9a06b602c9cee778e5fb1edd3f0,1107250553,Martin Aeschlimann,102,102,0,master,SVN,5-Feb,2005-02-01
b0db4362934f1642edda9c65793319b0bc9cfb2e,1107249598,Markus Keller,38,38,0,master,SVN,5-Feb,2005-02-01
96a88c0709804e971b851bd178528e0ef2031e96,1107200262,teicher,6,6,0,master,SVN,5-Jan,2005-01-31
73035f547ae5e7708ffa7e3e72992dc09ee93d39,1107196561,teicher,9,9,0,master,SVN,5-Jan,2005-01-31
4c79c346912b9dd1bf46c8c6b54503eaf8ada9be,1107194996,teicher,79,79,0,master,SVN,5-Jan,2005-01-31
deef21ccee6dd611cc22005b394e0c0f3b8bab34,1107194198,Dirk Baeumer,279,266,0,master,SVN,5-Jan,2005-01-31
e70d7f840c40591ac5cd121e88c437b6ac2185b4,1107191000,Martin Aeschlimann,1,1,0,master,SVN,5-Jan,2005-01-31
e5e9d332ac7ab6f920cad30b43f564c706fecfcb,1107187782,teicher,45,45,1,master,SVN,5-Jan,2005-01-31
6b58142a448ed33dd224c8a9abf64f3928e28189,1107187247,teicher,145,145,1,master,SVN,5-Jan,2005-01-31
693b86827dcccd4511527aa110ec65b0a93a14a0,1107173141,Martin Aeschlimann,16,13,0,master,SVN,5-Jan,2005-01-31
33455c81aa152f584755d1640b90ad2615109bef,1107172254,teicher,6,6,0,master,SVN,5-Jan,2005-01-31
a9cebeb12eb3d9fe72525f22751b669c4ba16549,1107171973,teicher,353,353,0,master,SVN,5-Jan,2005-01-31
3f00cc5558d3a171b009e0b249729bb7373c0eea,1107169624,Tobias Widmer,162,162,0,master,SVN,5-Jan,2005-01-31
b420720af6809afdf8a76e6f197a36e6e992c415,1107169602,Martin Aeschlimann,6,6,0,master,SVN,5-Jan,2005-01-31
413ff9e538d8182b924fffd6a2963a300ed87970,1107169363,Tobias Widmer,1,0,0,master,SVN,5-Jan,2005-01-31
579dbb999450f29679bf8602bf6b23ddb0dfcc3c,1107169339,Tobias Widmer,2,2,0,master,SVN,5-Jan,2005-01-31
ca027e1ecc3edf91998a1237591b48346b361452,1107168577,Dirk Baeumer,10,10,0,master,SVN,5-Jan,2005-01-31
42eee5fc85aae2e534923ff92ce9ba19d26dd67d,1107168347,Markus Keller,569,566,0,master,SVN,5-Jan,2005-01-31
299e24657f95bf6929d6018074a1c9c70c7e3cd3,1107161059,Martin Aeschlimann,252,252,0,master,SVN,5-Jan,2005-01-31
35e1a07574a541c5450fcd73a583d09753d98c2f,1107160688,teicher,16,16,0,master,SVN,5-Jan,2005-01-31
b0312e585e1b6d1bb9774d8117bef9e2fbc175d8,1107127814,Martin Aeschlimann,71,71,0,master,SVN,5-Jan,2005-01-30
616e9558530d58b92de397f2cb79080fbe4d72d5,1107125721,Martin Aeschlimann,66,55,0,master,SVN,5-Jan,2005-01-30
147f68d173bee2e3c52257d0e95c609322896544,1107125689,Martin Aeschlimann,229,229,0,master,SVN,5-Jan,2005-01-30
2ddab0fe5b8279476f715f8bbb2c1533c09abe82,1106933567,Tobias Widmer,16,16,0,master,SVN,5-Jan,2005-01-28
8ed86cb6a6242aad97ca0fec552e970c5e9a49fa,1106933494,Tobias Widmer,2,2,0,master,SVN,5-Jan,2005-01-28
a7ccedb7e68a2921149fbef6d3be7a1ff699c184,1106933257,Tobias Widmer,67,67,0,master,SVN,5-Jan,2005-01-28
01acfa7bcdaf31e53d6283a5234ce67f45475762,1106932052,Tobias Widmer,3,3,0,master,SVN,5-Jan,2005-01-28
833b63ed5d9c1b4b44d927fb2bb5815c605ceef0,1106932012,Tobias Widmer,2,2,0,master,SVN,5-Jan,2005-01-28
2de7d4029d8a15b3820b289a2ac31a76f0957031,1106931973,Tobias Widmer,7,7,0,master,SVN,5-Jan,2005-01-28
df3c1f624d186dd549d8786635f5d88603c8c3ce,1106931960,Tobias Widmer,23,23,0,master,SVN,5-Jan,2005-01-28
a686e50b2ed8065cc4289ba49c8ccac9c610e2de,1106931919,Tobias Widmer,503,503,0,master,SVN,5-Jan,2005-01-28
591aeaccdffb8397f10b3c5c91da54d8ca8b30e7,1106931538,Tobias Widmer,12,12,0,master,SVN,5-Jan,2005-01-28
e1cd405ec851d0c5a65382eae06684a5ee91dff0,1106910555,Tobias Widmer,12,12,0,master,SVN,5-Jan,2005-01-28
6ece7fd04b1ad422b17b19bca117670c02c3fe54,1106910466,Tobias Widmer,6,6,0,master,SVN,5-Jan,2005-01-28
3929403b3da09bf3fe003204cddd9dab2eb75bb0,1106910413,Tobias Widmer,27,27,0,master,SVN,5-Jan,2005-01-28
bbf96a81be59307d4e0db5c25c60d239d7fea3f2,1106910376,Tobias Widmer,23,23,0,master,SVN,5-Jan,2005-01-28
057d337aaa6e6209eb161948de03d20a4c651748,1106852991,Dirk Baeumer,20,20,0,master,SVN,5-Jan,2005-01-27
bbc3a53b6b04fa8544c7da778573767acf5d76c5,1106850251,teicher,24,24,0,master,SVN,5-Jan,2005-01-27
baab00a6943aa1b9d86a2575b3ece58c76a6bf74,1106849111,Dirk Baeumer,10,10,0,master,SVN,5-Jan,2005-01-27
c8c5483eaa62b5e224bb061a35b299bc946a8e6f,1106849073,Dirk Baeumer,1,1,0,master,SVN,5-Jan,2005-01-27
4e1ba88a467b07f2a13b0d5ea10e0c50ac6b0760,1106847291,Dirk Baeumer,89,89,0,master,SVN,5-Jan,2005-01-27
ab674ab52d2821f106fad89c335bdf00b8d85823,1106845890,Martin Aeschlimann,2,0,0,master,SVN,5-Jan,2005-01-27
585bc4953689e1b4a26d2fa7d80cda9a9d75ab45,1106827726,Martin Aeschlimann,1,1,0,master,SVN,5-Jan,2005-01-27
170ea4b64cad20041daeb0ced6d55eeb25c01664,1106825723,Dani Megert,6,6,0,master,SVN,5-Jan,2005-01-27
b9afaa51baa8e1458642b33f79951b94e7e9952a,1106825098,Tobias Widmer,3,0,0,master,SVN,5-Jan,2005-01-27
68067096372a3364796f6e531b488dac25e5270b,1106824742,Tobias Widmer,4,4,0,master,SVN,5-Jan,2005-01-27
a7940433e0b18996619f675fdb076bab9c0509b3,1106824695,Tobias Widmer,158,158,0,master,SVN,5-Jan,2005-01-27
4de32a1833541bb5360d8d7244ccf3d98bdf8c40,1106824671,Tobias Widmer,14,14,0,master,SVN,5-Jan,2005-01-27
b93694ce367d59f1049a803e8d8ad14f7a132c9e,1106824640,Tobias Widmer,124,124,0,master,SVN,5-Jan,2005-01-27
b2fa8ef2e0639991141dea2dbb3066ad24600b47,1106819822,Markus Keller,88,88,0,master,SVN,5-Jan,2005-01-27
bcb235f96211e8680d727ffa37ad0af03ea1e5d9,1106819568,Martin Aeschlimann,9,9,0,master,SVN,5-Jan,2005-01-27
ef5c3a2d5a085e1dd4a0cefe117d844a34728d45,1106765171,Martin Aeschlimann,4,0,0,master,SVN,5-Jan,2005-01-26
884066de62e7ed7a99b6ba7579223d6220582991,1106765060,Martin Aeschlimann,9,9,0,master,SVN,5-Jan,2005-01-26
a83a2ad81b1baa1c67d659639cc9135dd1fd8ce2,1106765039,Martin Aeschlimann,34,26,0,master,SVN,5-Jan,2005-01-26
82eebc651af17de62ee97db3e250052eb35d977a,1106761035,Tobias Widmer,1,1,0,master,SVN,5-Jan,2005-01-26
a1253f9d233fb8af0696fb9d65eac06807dd94c2,1106760836,Tobias Widmer,14,13,0,master,SVN,5-Jan,2005-01-26
0bea5c32fd4b358b9bf90214ff547cfd5fb3ba8a,1106758523,teicher,313,304,0,master,SVN,5-Jan,2005-01-26
33a3ae1ce65de92a2e05fe3e650a6494a04b33b9,1106758347,Tobias Widmer,14,14,0,master,SVN,5-Jan,2005-01-26
b00d5c6e130c09a9bf66580a08295a7740117dd1,1106756528,Dani Megert,17,17,1,master,SVN,5-Jan,2005-01-26
76b3bfcb524fb7df11d77625f4a5fa0a822d6310,1106754799,Tobias Widmer,1105,1105,0,master,SVN,5-Jan,2005-01-26
58d1fa9c6c49df038370eb4989f75cf2144be4d5,1106754074,Tobias Widmer,74,74,0,master,SVN,5-Jan,2005-01-26
ec5415063f7c5b4d077c16823ba2aa8abb2b713e,1106754060,Tobias Widmer,1217,1217,0,master,SVN,5-Jan,2005-01-26
f4addd7847c7105b247040e46b25c77585ac61d5,1106754019,Tobias Widmer,2495,2495,0,master,SVN,5-Jan,2005-01-26
552d4c3ef7f6078d7d6319983272b3476b2e7660,1106753990,Markus Keller,12,12,0,master,SVN,5-Jan,2005-01-26
2b99ffe1dda00489071b3cfaac1981db05b7bdc1,1106753735,Tobias Widmer,287,287,0,master,SVN,5-Jan,2005-01-26
44a9fad79a9b9ff4151d0a6654ed6463de5d6bb3,1106753638,Tobias Widmer,2,2,0,master,SVN,5-Jan,2005-01-26
c37ca3df6cabc3a04f7b764dc4259a85c287ea9c,1106753599,Tobias Widmer,156,156,0,master,SVN,5-Jan,2005-01-26
d60eaeb08027b9efac46be8a9cfecd894068fef3,1106753508,Tobias Widmer,4,4,0,master,SVN,5-Jan,2005-01-26
e452bfad46143f41efc2f91730c395d9d7696865,1106753456,Tobias Widmer,1,1,0,master,SVN,5-Jan,2005-01-26
7ce80e3ec34edeb94abdab8d6ba5c545c2d31167,1106753416,Tobias Widmer,11,0,0,master,SVN,5-Jan,2005-01-26
ac5fb3f6b26d3457dfdb39ea51d6b93b4ffbf9a5,1106753197,Tobias Widmer,32,32,0,master,SVN,5-Jan,2005-01-26
d31dbcf6e3f000f39e099aacc77ebc1a9fcca5d4,1106753054,Markus Keller,2,2,0,master,SVN,5-Jan,2005-01-26
e1840978c3aac2e8ed172485d91ad22614e25b2e,1106748608,Dirk Baeumer,1,1,0,master,SVN,5-Jan,2005-01-26
4a3e8d8158a8a146bbef90f5be57e76a23f5a3ba,1106741897,Markus Keller,97,97,0,master,SVN,5-Jan,2005-01-26
6cc288bd4e9635b9b0fc52edd80a7edc4e6af1ca,1106741739,Dani Megert,41,41,0,master,SVN,5-Jan,2005-01-26
97f945fcd1be228a5cc3884a4479e4915827d12d,1106741094,Dani Megert,563,563,0,master,SVN,5-Jan,2005-01-26
47858a8ebfa69b7335baa9befd05243bf51a2102,1106739492,Dani Megert,13,13,0,master,SVN,5-Jan,2005-01-26
a1c36c66262056c98b718dbc3061310dfe4bb52e,1106739012,Dani Megert,2,2,0,master,SVN,5-Jan,2005-01-26
b7db0763d0f63fd3e4be47589c9bd4e9b4ef677a,1106738981,Dani Megert,3,3,0,master,SVN,5-Jan,2005-01-26
4b9f95fb599b3d883b81532100c7710bdac3b173,1106737873,Dani Megert,4,4,0,master,SVN,5-Jan,2005-01-26
2c0a7c228f2009320a4570f42073c80a01b026a9,1106736443,Markus Keller,1,0,0,master,SVN,5-Jan,2005-01-26
7e9f364fbcec2e7cbe77317054f8c4fbd5982608,1106678198,Markus Keller,143,143,0,master,SVN,5-Jan,2005-01-25
84be6bd98174566739b032119752ebce3f4777e4,1106676370,Dirk Baeumer,1009,1009,0,master,SVN,5-Jan,2005-01-25
84814d388326a5263ed1529479d37568cea02aa1,1106674875,teicher,8,8,0,master,SVN,5-Jan,2005-01-25
74bf359d9d30789acf9f9c84c22e88b6f59c2787,1106673143,teicher,57,57,0,master,SVN,5-Jan,2005-01-25
89919f7159ceffa226bbd984828f64ceea1b4eae,1106655063,Dani Megert,4,4,0,refs/heads/perf_301,SVN,5-Jan,2005-01-25
866fa5f3534764035e1b460ad84db461c0aa51b6,1106653770,Martin Aeschlimann,1,0,0,master,SVN,5-Jan,2005-01-25
0751ec4861b510e2b974eef3d3adb78ab420e764,1106653760,Markus Keller,3,3,0,master,SVN,5-Jan,2005-01-25
b6a341cfed84a3b8e97e6d24a51e08ab2832c639,1106653695,Dirk Baeumer,0,0,0,master,SVN,5-Jan,2005-01-25
dda854e995855d97b7560e8e6c4918c8061cfbc7,1106653694,teicher,5,5,0,master,SVN,5-Jan,2005-01-25
31bf8ee62242bf9de5d5f4d7cebdfe119c3b42af,1106652760,Dani Megert,1,0,0,master,SVN,5-Jan,2005-01-25
35715f747f19e8bb3762ab0c0ac27dee3a66b7a8,1106651009,Martin Aeschlimann,1,0,0,master,SVN,5-Jan,2005-01-25
f24f115926f60a309c675feb09881dfeb500c498,1106649431,Dani Megert,7,0,0,refs/heads/perf_213,SVN,5-Jan,2005-01-25
c2b570fbeea964cd5730ab866eaaf5036657db31,1106649158,Dirk Baeumer,1,0,0,master,SVN,5-Jan,2005-01-25
6977869f70fc335b5276b470b625cf50b3faa0d3,1106648682,teicher,20,20,0,master,SVN,5-Jan,2005-01-25
21cbf078308fc8a69446f537cd29cc33f3415100,1106648228,Martin Aeschlimann,237,232,0,master,SVN,5-Jan,2005-01-25
dc1fdecd0d538eff25a0efa4b95ad2aa27df7953,1106648202,Martin Aeschlimann,158,138,0,master,SVN,5-Jan,2005-01-25
5f92b90013de97811e1d02ae704baa95b9845cd0,1106647547,Tobias Widmer,6,6,0,master,SVN,5-Jan,2005-01-25
72969abcbab3ea6a8cf6d788abd30e0a4b903266,1106647448,Tobias Widmer,5,5,0,master,SVN,5-Jan,2005-01-25
bfa60e2796111b597a93ae70895b9bc7845d2c54,1106647079,Tobias Widmer,2,2,0,master,SVN,5-Jan,2005-01-25
d73e561a92ec28eeaef2d7280bc8a1d9e2661dfa,1106647069,Markus Keller,7,7,1,master,SVN,5-Jan,2005-01-25
7efbaae0a486fb53d5a293c58707171a5cfe95d0,1106646938,teicher,7,0,0,master,SVN,5-Jan,2005-01-25
8dac3d3e4d89cf63c737dd3fd4090f2785386c2f,1106646922,teicher,17,17,0,master,SVN,5-Jan,2005-01-25
7d9f27416bc722ef7d61b8e330bc8a2e3d5b69d7,1106646821,Tobias Widmer,323,323,0,master,SVN,5-Jan,2005-01-25
f021bb758958d60179482d510330d8b3feefa64b,1106646639,Tobias Widmer,53,53,0,master,SVN,5-Jan,2005-01-25
a03f4405a276b4a47a63f8f211878808a86d2a36,1106646599,Martin Aeschlimann,14,14,0,master,SVN,5-Jan,2005-01-25
dcca9caba80ea4b8db62e3139b121347a6004c2f,1106646572,Martin Aeschlimann,1,1,0,master,SVN,5-Jan,2005-01-25
cf3bbb9960fb03f43e4225c89365775363949fd4,1106643677,Dani Megert,2,0,0,master,SVN,5-Jan,2005-01-25
aa77ac7968df161a4c9bee59e719746e607e40c3,1106591851,teicher,472,472,0,master,SVN,5-Jan,2005-01-24
9f331be3dd63cb8d122e9433074bb4a41130c667,1106591285,Markus Keller,78,78,1,master,SVN,5-Jan,2005-01-24
24d5d52ccdc50c3441a800a851338c5303b9508b,1106588330,Dani Megert,205,197,0,refs/heads/perf_301,SVN,5-Jan,2005-01-24
7f3a0bcbf8b0ef15abb558dd289db564457c53a9,1106585069,Dani Megert,21,21,0,master,SVN,5-Jan,2005-01-24
1aaa998f2ec4fb146f801825f02dfccde79d9985,1106585002,Dani Megert,16,16,0,master,SVN,5-Jan,2005-01-24
3074ad74a08ced06c9139691501d5946cc82bd82,1106581726,Dani Megert,105,105,0,master,SVN,5-Jan,2005-01-24
85a33cea672cb1822859bfead2110165545835ec,1106581420,Martin Aeschlimann,1,1,0,master,SVN,5-Jan,2005-01-24
4e534173eba18c46a76cadff89564fd05bbfed13,1106580596,Markus Keller,3,3,0,master,SVN,5-Jan,2005-01-24
b881b70448282f7694da95fa6047508437b8e0c7,1106577503,Markus Keller,1,1,0,master,SVN,5-Jan,2005-01-24
019de7c8193e93516147677ac0737e3eaa0b925a,1106575852,Dani Megert,63,63,1,master,SVN,5-Jan,2005-01-24
1da117632c3d5066df95aa7d52db9757e986827f,1106575044,Markus Keller,29,29,0,master,SVN,5-Jan,2005-01-24
b234b49ee36620ccff8e135377a999b9a2f0b66f,1106568534,teicher,1,0,0,master,SVN,5-Jan,2005-01-24
d8085067fb2e1800101b4ca6bc071e7008bf6469,1106568059,Tobias Widmer,87,87,0,master,SVN,5-Jan,2005-01-24
d89604050e7dae64add04684df14313a63ff0485,1106566172,Markus Keller,4,4,0,master,SVN,5-Jan,2005-01-24
2e928a1b789f4c09528c66f6c8b02be028683674,1106563703,Markus Keller,16,16,0,master,SVN,5-Jan,2005-01-24
30c551375a818885d828851e7befe5889761b839,1106563178,Martin Aeschlimann,2,0,0,master,SVN,5-Jan,2005-01-24
84efda44e52c30757c91b2a8db3a91d82684b7f4,1106560927,Markus Keller,12,12,0,master,SVN,5-Jan,2005-01-24
73c9c6738528bdf1edc22f755db359ced2eaac94,1106560399,Christof Marti,4,4,0,master,SVN,5-Jan,2005-01-24
5b1ba1c0fc19a3a32a1b909b5c55e51b0c244517,1106558979,Martin Aeschlimann,1,1,0,master,SVN,5-Jan,2005-01-24
05efc064251999fb9195296b37e41dba943ca63f,1106558902,Martin Aeschlimann,8,8,0,master,SVN,5-Jan,2005-01-24
860ef4c5e0ccb33c90aac1b45193ce7c4fc83677,1106558844,Martin Aeschlimann,13,13,0,master,SVN,5-Jan,2005-01-24
f5ee3cee2e6de70fb0766be3bbc89fe09e072e5b,1106558528,Tobias Widmer,1,0,0,master,SVN,5-Jan,2005-01-24
ae04487aa9b6e1b1c4f125dfbac8e72ffb412930,1106557868,Tobias Widmer,49,49,0,master,SVN,5-Jan,2005-01-24
b538789e1ce70b0bd6e7678bfd3ae0aa10b207b9,1106503189,Dirk Baeumer,6,6,0,master,SVN,5-Jan,2005-01-23
712d1995b388d3a5e9906063f9cf9424a540943d,1106487905,Martin Aeschlimann,28,28,0,master,SVN,5-Jan,2005-01-23
9d09640ca4d9a4d261ede7aee4156086d46a37a9,1106479772,Martin Aeschlimann,11,11,0,master,SVN,5-Jan,2005-01-23
e8e39a58ee8bfedd344769be883f47b94dcb8edf,1106417395,Dirk Baeumer,101,101,0,master,SVN,5-Jan,2005-01-22
b0a250cb0e244692818bd304602b38be53838671,1106332036,Markus Keller,32,32,0,master,SVN,5-Jan,2005-01-21
fa051d16e54e6e69bf32ebb60e14511eb4b5b6bd,1106330065,Martin Aeschlimann,224,210,0,master,SVN,5-Jan,2005-01-21
1318ffe28f7166bdcbcc88094ca221ad70dd5f4a,1106328709,Markus Keller,21,21,1,master,SVN,5-Jan,2005-01-21
a0f08bad3e25c3f4a75717e825075e61c0831f5e,1106323851,Dirk Baeumer,0,0,0,master,SVN,5-Jan,2005-01-21
e8accc1b90370b8d7dbab6f64f4c034581532107,1106322978,Dirk Baeumer,150,150,0,master,SVN,5-Jan,2005-01-21
efc44f06c14ecaf0f615bd58513a47cd3ce05f02,1106320311,Martin Aeschlimann,59,59,0,master,SVN,5-Jan,2005-01-21
77739c41fe8af72d4da1f367e7de013930a17053,1106318606,Markus Keller,13,13,0,master,SVN,5-Jan,2005-01-21
f641fd826450822e96785d53983fa2e9d7ef25cd,1106317736,Martin Aeschlimann,391,380,0,master,SVN,5-Jan,2005-01-21
834d4e85355ff30f6e7ae95ce74e4914b5c8053e,1106316251,Martin Aeschlimann,12,12,0,master,SVN,5-Jan,2005-01-21
e4f0528180a453648e9bd85f3a935db47e515cca,1106315283,Martin Aeschlimann,124,99,0,master,SVN,5-Jan,2005-01-21
cb2e8d68ac86113479fd90eb6abae0092f9e94e0,1106309240,Martin Aeschlimann,837,837,0,master,SVN,5-Jan,2005-01-21
d53cf14a4b66e66ec11e9f7ec3c0abcffa4b3f3e,1106308482,Markus Keller,6,6,0,master,SVN,5-Jan,2005-01-21
f419750cb751607d83bd48361d5e88026c24e659,1106308098,Dirk Baeumer,125,124,0,master,SVN,5-Jan,2005-01-21
76a47aaf6ecb2c1574152ee38eebec243ac9ed2f,1106307584,Markus Keller,8,8,0,master,SVN,5-Jan,2005-01-21
df1b3c6b047b8ebcc54ae46253b18025e2255a18,1106304408,Martin Aeschlimann,5,5,0,master,SVN,5-Jan,2005-01-21
2785695eb0c3ff17ed4c794b4faf462db140bf49,1106303515,Martin Aeschlimann,384,338,0,master,SVN,5-Jan,2005-01-21
10fb1e3926c971f6bec6ebb6dee8bffcffc3684f,1106302838,Martin Aeschlimann,1,0,0,master,SVN,5-Jan,2005-01-21
51596f22cd43a5f11a7dcfacf36520412b7b63c9,1106300078,Dirk Baeumer,2,2,0,master,SVN,5-Jan,2005-01-21
9715967a98a9da07c6aebb486e51c328bdfcf7c8,1106299520,Markus Keller,48,48,0,master,SVN,5-Jan,2005-01-21
28fc2257034e79a0ade027e97334ba869f1f1888,1106245670,Martin Aeschlimann,79,79,0,master,SVN,5-Jan,2005-01-20
31560cf83529207374247abeee373980e70f4d80,1106243429,Martin Aeschlimann,853,852,0,master,SVN,5-Jan,2005-01-20
241bf179fb0383cefff4658e15affe23d7a905b1,1106241958,teicher,551,551,0,master,SVN,5-Jan,2005-01-20
18cd6d74608765c504e9859accd317b63a6592c2,1106240707,Tobias Widmer,6,6,0,master,SVN,5-Jan,2005-01-20
a376115b7bb89675602c06b58c01b89af0742ef5,1106240669,Tobias Widmer,147,147,0,master,SVN,5-Jan,2005-01-20
69c27dd6a49a7b7c54cd7425967fd0e0849f8349,1106240628,Tobias Widmer,3,0,0,master,SVN,5-Jan,2005-01-20
c123b9378039b03fba72ea7a6eaa8327f1311e69,1106235469,Markus Keller,6,6,0,master,SVN,5-Jan,2005-01-20
29914ab69434835d2c749a03fa3d8a2f6f615867,1106235272,Dani Megert,1,1,0,master,SVN,5-Jan,2005-01-20
70c5146f6b919f2093588c631688d018448e119c,1106234821,Markus Keller,73,73,0,master,SVN,5-Jan,2005-01-20
c2a96f6202e246df8ed97c53251c47fdb3f02f9b,1106234767,Markus Keller,1,0,0,master,SVN,5-Jan,2005-01-20
895251724b705bbee0d1d0800582c2688083081b,1106227693,teicher,2,2,0,master,SVN,5-Jan,2005-01-20
ac6c388f7bab77ffa8e313528c793522d9fccfff,1106219570,Tobias Widmer,7,0,0,master,SVN,5-Jan,2005-01-20
